Timestamp,Bin_ID,Latitude,Longitude,Fill_Level,Capacity_kg,Area_Type
2026-03-10 06:00,B01,12.937454011884737,77.59507143064098,20,120,Commercial
2026-03-10 07:00,B01,12.937454011884737,77.59507143064098,21,120,Commercial
2026-03-10 08:00,B01,12.937454011884737,77.59507143064098,26,120,Commercial
2026-03-10 09:00,B01,12.937454011884737,77.59507143064098,39,120,Commercial
2026-03-10 10:00,B01,12.937454011884737,77.59507143064098,50,120,Commercial
2026-03-10 11:00,B01,12.937454011884737,77.59507143064098,63,120,Commercial
2026-03-10 12:00,B01,12.937454011884737,77.59507143064098,75,120,Commercial
2026-03-10 13:00,B01,12.937454011884737,77.59507143064098,80,120,Commercial
2026-03-10 14:00,B01,12.937454011884737,77.59507143064098,92,120,Commercial
2026-03-10 15:00,B01,12.937454011884737,77.59507143064098,100,120,Commercial
2026-03-10 16:00,B01,12.937454011884737,77.59507143064098,12,120,Commercial
2026-03-10 17:00,B01,12.937454011884737,77.59507143064098,24,120,Commercial
2026-03-10 18:00,B01,12.937454011884737,77.59507143064098,31,120,Commercial
2026-03-10 19:00,B01,12.937454011884737,77.59507143064098,34,120,Commercial
2026-03-10 20:00,B01,12.937454011884737,77.59507143064098,35,120,Commercial
2026-03-10 21:00,B01,12.937454011884737,77.59507143064098,38,120,Commercial
2026-03-10 22:00,B01,12.937454011884737,77.59507143064098,39,120,Commercial
2026-03-10 23:00,B01,12.937454011884737,77.59507143064098,41,120,Commercial
2026-03-11 00:00,B01,12.937454011884737,77.59507143064098,44,120,Commercial
2026-03-11 01:00,B01,12.937454011884737,77.59507143064098,46,120,Commercial
2026-03-11 02:00,B01,12.937454011884737,77.59507143064098,47,120,Commercial
2026-03-11 03:00,B01,12.937454011884737,77.59507143064098,51,120,Commercial
2026-03-11 04:00,B01,12.937454011884737,77.59507143064098,54,120,Commercial
2026-03-11 05:00,B01,12.937454011884737,77.59507143064098,55,120,Commercial
2026-03-11 06:00,B01,12.937454011884737,77.59507143064098,59,120,Commercial
2026-03-11 07:00,B01,12.937454011884737,77.59507143064098,63,120,Commercial
2026-03-11 08:00,B01,12.937454011884737,77.59507143064098,69,120,Commercial
2026-03-11 09:00,B01,12.937454011884737,77.59507143064098,74,120,Commercial
2026-03-11 10:00,B01,12.937454011884737,77.59507143064098,85,120,Commercial
2026-03-11 11:00,B01,12.937454011884737,77.59507143064098,96,120,Commercial
2026-03-11 12:00,B01,12.937454011884737,77.59507143064098,21,120,Commercial
2026-03-11 13:00,B01,12.937454011884737,77.59507143064098,28,120,Commercial
2026-03-11 14:00,B01,12.937454011884737,77.59507143064098,40,120,Commercial
2026-03-11 15:00,B01,12.937454011884737,77.59507143064098,50,120,Commercial
2026-03-11 16:00,B01,12.937454011884737,77.59507143064098,57,120,Commercial
2026-03-11 17:00,B01,12.937454011884737,77.59507143064098,62,120,Commercial
2026-03-11 18:00,B01,12.937454011884737,77.59507143064098,69,120,Commercial
2026-03-11 19:00,B01,12.937454011884737,77.59507143064098,70,120,Commercial
2026-03-11 20:00,B01,12.937454011884737,77.59507143064098,73,120,Commercial
2026-03-11 21:00,B01,12.937454011884737,77.59507143064098,75,120,Commercial
2026-03-11 22:00,B01,12.937454011884737,77.59507143064098,78,120,Commercial
2026-03-11 23:00,B01,12.937454011884737,77.59507143064098,79,120,Commercial
2026-03-12 00:00,B01,12.937454011884737,77.59507143064098,80,120,Commercial
2026-03-12 01:00,B01,12.937454011884737,77.59507143064098,82,120,Commercial
2026-03-12 02:00,B01,12.937454011884737,77.59507143064098,85,120,Commercial
2026-03-12 03:00,B01,12.937454011884737,77.59507143064098,88,120,Commercial
2026-03-12 04:00,B01,12.937454011884737,77.59507143064098,90,120,Commercial
2026-03-12 05:00,B01,12.937454011884737,77.59507143064098,93,120,Commercial
2026-03-10 06:00,B02,12.959865848419703,77.51560186404424,16,120,Residential
2026-03-10 07:00,B02,12.959865848419703,77.51560186404424,18,120,Residential
2026-03-10 08:00,B02,12.959865848419703,77.51560186404424,20,120,Residential
2026-03-10 09:00,B02,12.959865848419703,77.51560186404424,24,120,Residential
2026-03-10 10:00,B02,12.959865848419703,77.51560186404424,29,120,Residential
2026-03-10 11:00,B02,12.959865848419703,77.51560186404424,32,120,Residential
2026-03-10 12:00,B02,12.959865848419703,77.51560186404424,33,120,Residential
2026-03-10 13:00,B02,12.959865848419703,77.51560186404424,37,120,Residential
2026-03-10 14:00,B02,12.959865848419703,77.51560186404424,42,120,Residential
2026-03-10 15:00,B02,12.959865848419703,77.51560186404424,46,120,Residential
2026-03-10 16:00,B02,12.959865848419703,77.51560186404424,51,120,Residential
2026-03-10 17:00,B02,12.959865848419703,77.51560186404424,56,120,Residential
2026-03-10 18:00,B02,12.959865848419703,77.51560186404424,67,120,Residential
2026-03-10 19:00,B02,12.959865848419703,77.51560186404424,74,120,Residential
2026-03-10 20:00,B02,12.959865848419703,77.51560186404424,83,120,Residential
2026-03-10 21:00,B02,12.959865848419703,77.51560186404424,91,120,Residential
2026-03-10 22:00,B02,12.959865848419703,77.51560186404424,100,120,Residential
2026-03-10 23:00,B02,12.959865848419703,77.51560186404424,18,120,Residential
2026-03-11 00:00,B02,12.959865848419703,77.51560186404424,21,120,Residential
2026-03-11 01:00,B02,12.959865848419703,77.51560186404424,25,120,Residential
2026-03-11 02:00,B02,12.959865848419703,77.51560186404424,27,120,Residential
2026-03-11 03:00,B02,12.959865848419703,77.51560186404424,29,120,Residential
2026-03-11 04:00,B02,12.959865848419703,77.51560186404424,34,120,Residential
2026-03-11 05:00,B02,12.959865848419703,77.51560186404424,35,120,Residential
2026-03-11 06:00,B02,12.959865848419703,77.51560186404424,40,120,Residential
2026-03-11 07:00,B02,12.959865848419703,77.51560186404424,44,120,Residential
2026-03-11 08:00,B02,12.959865848419703,77.51560186404424,48,120,Residential
2026-03-11 09:00,B02,12.959865848419703,77.51560186404424,52,120,Residential
2026-03-11 10:00,B02,12.959865848419703,77.51560186404424,56,120,Residential
2026-03-11 11:00,B02,12.959865848419703,77.51560186404424,60,120,Residential
2026-03-11 12:00,B02,12.959865848419703,77.51560186404424,63,120,Residential
2026-03-11 13:00,B02,12.959865848419703,77.51560186404424,65,120,Residential
2026-03-11 14:00,B02,12.959865848419703,77.51560186404424,69,120,Residential
2026-03-11 15:00,B02,12.959865848419703,77.51560186404424,70,120,Residential
2026-03-11 16:00,B02,12.959865848419703,77.51560186404424,71,120,Residential
2026-03-11 17:00,B02,12.959865848419703,77.51560186404424,72,120,Residential
2026-03-11 18:00,B02,12.959865848419703,77.51560186404424,77,120,Residential
